date,beta,book_to_price,comovement,earnings_yield,growth,leverage,liquidity,momentum,non_linear_size,residual_volatility,size,交运设备,交通运输,休闲服务,传媒,信息服务,信息设备,公用事业,农林牧渔,化工,医药生物,商业贸易,国防军工,家用电器,建筑建材,建筑材料,建筑装饰,房地产,有色金属,机械设备,汽车,电子,电气设备,纺织服装,综合,计算机,轻工制造,通信,采掘,金融服务,钢铁,银行,非银金融,食品饮料,餐饮旅游,黑色金属
2008/4/8,0.007014992,-0.006989504,-0.00345442,0.00538569,-0.000164388,-0.000190363,-3.15E-05,-0.001251443,0.009051408,0.009141369,-0.008897582,-0.003436633,0.004392356,,,0.008603894,-0.005846716,0.00171955,0.00297406,-0.00775731,-0.007553388,0.001371913,,0.004765175,-0.002623407,,,0.004051175,-0.012153968,-0.00477011,,-0.011994072,,-0.007929698,-0.002442481,,-0.010937751,,0.008322177,-0.001455156,,,,0.00128228,0.004969303,-0.00820334
2008/4/9,-0.006201341,-0.001495535,-0.046660282,0.009259194,-0.000973072,0.001396655,-0.002894408,0.005060438,0.00575512,-0.00774315,-0.002413264,-0.010849223,-0.009966865,,,0.000905285,-0.005228631,-0.017082404,-0.010614531,-0.003643991,-0.000820115,-0.005708189,,0.014002683,-0.007626477,,,-0.008316943,-0.004577245,0.000256558,,-0.003131587,,-0.01043921,-0.018293114,,0.011992051,,0.004087252,0.005328462,,,,0.004110185,0.002295404,0.011595346
2008/4/10,0.005357911,0.002656736,0.016870732,0.002259904,-0.000349045,-0.000895701,0.002546961,2.61E-05,0.004701264,0.007856433,-0.00494952,-0.014894845,-0.005348049,,,-0.017586192,-0.013759699,-0.00725571,0.012356778,-0.014214968,-0.016023816,-0.00583861,,-0.027858192,-0.011725107,,,-0.017872454,-0.004614256,-0.011196223,,-0.015449201,,-0.009979967,-0.005805364,,-0.00444627,,0.030069762,-0.000401567,,,,-0.01156582,-0.021934781,-0.008878436
2008/4/11,-0.000617548,0.003151283,0.004918492,0.000908604,-0.001057193,-0.000475366,-0.000638796,0.001076367,-0.002912144,-0.001255247,-0.003727906,0.007026696,0.001828357,,,0.006445185,0.004673923,-0.000965762,-0.006853831,0.004704685,0.003756338,0.00351599,,0.003287391,0.007921215,,,0.000360917,-0.001754176,0.001037389,,-0.000402188,,-0.001152196,0.005456759,,-0.004940151,,-0.002127637,-0.001162071,,,,-0.004827328,0.008417065,-0.005492044
2008/4/14,-0.00522273,-0.000371715,-0.055585247,-0.007064556,0.00195696,-0.001999382,-0.001587658,0.000706098,0.000678834,-0.006444089,0.002228225,-0.008204313,-0.001364368,,,-0.008363527,-0.009110311,0.006844432,0.033197357,0.005642835,0.008607929,0.003532128,,0.005788805,0.002975456,,,-0.019430718,-0.017083521,-0.002037335,,-0.015379562,,0.000250088,-0.008863689,,0.002077585,,0.019259462,-0.010225692,,,,0.004341642,-0.004481316,-0.005475423
2008/4/15,0.009328524,0.005324861,0.01467638,-0.000627086,-0.002478392,-0.002116851,0.00046287,0.005182091,0.00223502,0.002518487,-0.005721078,-0.001435026,0.004798242,,,0.004365251,-0.000876567,0.005277259,-0.002760278,-0.004361447,-0.004525576,-0.00302183,,-0.002495383,0.00111746,,,-0.038396598,0.009951741,-0.001853753,,-0.00390769,,0.002688882,0.001734052,,-0.00678971,,-7.17E-05,0.005633779,,,,0.003230382,-0.015536855,-0.007827321
2008/4/16,-0.012970106,0.001623976,-0.008882555,0.002961369,0.000582845,-0.000954672,-0.003678509,0.003339828,-0.001184078,-0.00805291,-0.000604373,-0.017537732,-0.014461391,,,0.003982412,-0.002080331,-0.026637338,0.007031239,-0.002386805,-0.003969466,-0.00263699,,-0.014112894,-0.005936613,,,-0.020473468,-0.016261144,-0.009260969,,-0.01601756,,-0.008557493,-0.00663838,,-0.008614049,,0.036283915,-0.005498409,,,,0.008240725,0.002075894,-0.02699802
2008/4/17,-0.011367972,-0.00185068,-0.021210499,0.003241054,0.000741938,-0.002471789,0.002099249,0.002126368,-0.001195804,-0.00415451,0.005367319,-0.009389092,0.004789999,,,0.004404139,0.000942472,-0.019469823,0.004811432,0.000149368,-0.001036668,0.000300635,,-0.017067894,0.000343265,,,-0.005002428,0.000864667,-0.004100021,,-0.004618787,,0.001385531,0.002535953,,0.007599208,,-0.008839939,0.010601992,,,,0.007849756,-0.001294665,-0.010027047
2008/4/18,-0.010949289,-0.00547247,-0.031903929,0.004180743,0.001362077,-0.0029307,0.00327595,0.001782021,0.001809858,-0.005641726,0.00720423,0.009269862,-0.010836433,,,0.003664826,-0.009900648,-0.008461611,0.02403712,-0.012549282,0.003717718,0.001836123,,-0.005088635,-0.001463445,,,-0.003250086,-0.008902479,-0.00344096,,0.005820725,,0.001822748,-0.005819142,,-0.001451512,,-0.004751558,0.009651558,,,,0.012327357,-0.009453154,0.001780331
2008/4/21,0.000787179,0.004893,0.00692984,0.003878385,0.002126544,-0.00115555,-0.00092888,-0.000612752,-0.002504355,0.000512353,-0.002459635,-0.004232002,-0.004335728,,,-0.018029719,-0.013466535,-0.005809571,-0.012233206,-0.025942404,-0.017470897,-0.015953593,,-0.011196605,-0.007364768,,,-0.058429875,-0.016901938,-0.020701975,,-0.01599581,,-0.025229215,-0.016150452,,-0.009758882,,0.014588903,0.018942391,,,,-0.006695896,-0.031933511,-0.008233052
2008/4/22,0.009376467,0.001916632,0.014493339,0.001764294,0.001671729,0.00184089,0.001498657,-0.003406967,-0.003175766,0.002475536,0.009322967,-0.015358991,0.002533787,,,-0.014073781,-0.01223165,-0.01823128,-0.021615739,-0.009927474,-0.007196752,-0.014225417,,0.002739927,-0.001770249,,,0.00161502,-0.043950681,-0.01271417,,-0.016112743,,-0.026931567,-0.020164717,,-0.005156592,,0.008565095,0.013198083,,,,-0.020734456,-0.010947488,0.002523408
2008/4/23,0.019733513,-0.002687012,0.038581813,0.007381995,-0.000333479,0.000228091,0.004404487,-0.004311133,0.002295539,0.008606074,0.001381433,-0.005739672,-0.012633883,,,-0.007756074,-0.000603826,-0.011906492,-0.006563999,-5.66E-05,-0.001574191,-0.002954048,,0.003705985,0.000543331,,,-0.002724847,-0.001207602,-0.002578991,,-0.000290115,,-0.003699455,-0.006811589,,-0.007292662,,0.010979837,-0.001321648,,,,0.002395971,-0.001827338,0.001970544
2008/4/24,0.00395713,0.002594498,0.092154772,-0.000808343,0.000805048,-0.000889683,0.002444838,-0.002749994,-0.001968958,0.002271449,0.001731605,0.002734272,0.001363531,,,-0.003323041,0.002596798,-0.000874059,-0.000416926,-0.000244034,-0.003059655,-0.001169456,,0.000389587,0.001630862,,,0.002278501,-0.008775946,0.001686583,,-0.001551313,,0.002082376,0.004640538,,-0.006023142,,0.004169757,-0.003454409,,,,-4.25E-06,0.00457445,0.006918233
2008/4/25,0.027537721,-0.000443642,-0.016139167,0.015523035,-0.002797495,-0.00112488,0.00383876,-0.007911752,0.007263447,0.015560315,-0.003908305,-0.001460011,-0.002514061,,,-0.008209289,0.000751112,-0.003544322,-0.001523322,-0.005861222,-0.010278767,-0.007284563,,-0.013516014,-0.003630258,,,0.014255963,-0.000989091,-0.00227869,,-0.001161915,,0.009330697,-0.002051851,,-0.02571109,,-0.003072269,0.00532703,,,,-0.014202531,0.002370068,0.014508252
2008/4/28,0.005566259,0.003591255,-0.022773113,-0.004103382,-0.00068183,-0.001212032,0.001874314,0.005328204,0.002080162,-0.003893952,-0.003429456,-0.008644486,-0.004423926,,,0.002476348,-0.009730988,0.000725966,0.045813499,-0.002859999,-0.007907472,0.001089818,,-0.00153168,-0.009324604,,,-0.014686444,-0.020808453,-0.001212812,,-0.009071726,,-0.002307445,0.001097714,,-0.012847388,,-0.001266669,0.007287739,,,,0.01573088,-0.000138728,-0.003525335
2008/4/29,-0.000172712,-0.003927612,0.017706279,0.009466008,-0.001921555,0.00044946,-0.001985997,-0.001386895,0.000600691,0.002910744,-0.002741931,-0.009520644,-0.007914088,,,-0.002140171,-0.015623454,0.013245732,-0.032656541,-0.012746064,-0.009855503,-0.008385667,,-0.001508531,-0.007368052,,,-0.013145022,-0.005446432,-0.009664272,,-0.004735755,,-0.011583993,-0.009680019,,-0.010054551,,0.013549442,0.006548777,,,,-0.017699261,-0.015761784,-0.014756922
2008/4/30,-0.00292817,0.001655038,0.050747492,0.007880765,-0.000553558,0.000196138,0.002783745,-0.000640722,-0.003353455,0.000797701,0.007437901,0.012739671,-0.000327082,,,0.006517392,0.015206767,0.000393308,0.001945233,0.01025146,0.002632268,0.008224152,,-0.001158764,0.001087111,,,0.011883044,-0.00252919,0.009498973,,0.00243128,,0.00256571,0.003230566,,0.002628027,,-0.01309902,0.000492589,,,,0.004073307,0.012318558,0.003670093
2008/5/5,0.002053843,-0.005343904,0.018338611,-0.000975102,0.000159435,0.000370528,0.002021343,-0.002285558,0.001127082,0.005586368,-0.00088223,0.022158825,0.014238843,,,0.01175598,0.020376674,0.007727719,0.008217835,0.015852993,0.020160344,0.004346174,,0.016196954,0.000989594,,,0.011853039,0.023727858,0.017215461,,0.006230504,,0.008094186,0.003799743,,0.009599752,,-0.00144624,-0.02094871,,,,0.002251318,-0.007286858,0.007856516
2008/5/6,0.004404611,-0.00608183,-0.014124974,-0.004192886,-0.000922872,-0.00109346,0.002131969,0.000617414,0.002219859,0.00323593,-0.001889079,-0.016311425,-0.012527889,,,0.002684124,0.005486503,0.013230668,-0.011907871,-0.00241441,-0.000385676,0.001292127,,-0.007195608,0.010904329,,,-0.004409976,-0.019398102,-0.008850322,,-0.003275786,,0.006358356,0.008922905,,0.000109667,,0.009487207,3.63E-05,,,,-0.007901016,-0.005485117,0.002119638
2008/5/7,-0.015707332,7.79E-05,-0.039810706,-0.009057721,0.003998838,-0.000605508,-0.000408715,-0.001721604,-0.002110142,-0.001494888,-0.002050763,0.002537175,0.000335011,,,-0.002139957,-0.000558527,0.001952142,0.002982607,-0.005421662,-0.002436541,-0.006412843,,-0.002460456,-0.003173775,,,-0.020042248,0.002922567,-0.002308488,,-0.005048748,,-0.001141824,-0.007158894,,-0.004517147,,0.024660484,-0.011324495,,,,0.002658488,-0.017904485,-0.008876011
2008/5/8,0.009902439,-0.00706418,0.026367655,-0.003303446,0.001836863,-0.000219992,0.003017455,-0.001651614,0.001591559,-0.004303572,-0.000429311,-0.00862829,-0.014119864,,,0.012123403,0.010502504,-0.012253599,-0.002796984,-0.006168055,-5.81E-05,-0.009129824,,-0.010908884,-0.007834058,,,-0.008799581,-0.007611512,-0.007418847,,-0.005154138,,-0.000291844,-0.009943484,,-0.014933615,,0.043887666,-0.018508852,,,,-0.011041372,-0.023081317,-0.003517929
2008/5/9,0.003664748,-0.003649376,-0.015638517,-0.001559664,0.00110767,-0.002966418,0.000290254,0.000644913,0.001211036,-0.000996614,-0.00281199,-0.007764031,-0.002247843,,,0.002303715,0.00696403,0.006506593,0.021954773,0.010387051,0.01331365,0.012554875,,0.000940351,0.000455952,,,-0.014723053,-0.007918444,0.010865588,,-0.000708157,,-0.000393116,-0.009232248,,0.007055199,,0.012121646,-0.017793364,,,,0.004939512,-0.01309733,0.03005196
2008/5/12,0.012330993,-0.003864976,-0.007246126,0.003739042,-0.000442923,-0.000747405,-0.000434123,0.002576534,0.004412269,-0.001876176,-0.008011358,-0.000821852,-0.001856641,,,-0.012131398,-0.01076371,-0.000107138,0.027840719,0.009321768,0.037239297,0.004425676,,0.00265778,-0.004539003,,,-0.018040193,-0.009811239,0.000179735,,-0.003584328,,-0.013033615,-0.00339589,,0.007847166,,-0.025317606,0.014755931,,,,0.028119243,0.003728485,0.006736026
2008/5/13,-0.004255937,8.45E-05,-0.014866035,0.002203773,0.000305853,0.002855906,-0.002643932,-0.001320028,-0.001492919,-0.001953547,-0.006649913,-0.015656163,-0.011081997,,,-0.019615536,-0.010836959,-0.022125832,0.052959199,0.010426598,0.077246239,0.012341325,,-0.011820683,0.020285535,,,-0.011994965,-0.015870262,-0.000169052,,-0.019611327,,-0.007402767,-0.007168466,,0.007583752,,0.006991065,-0.012590461,,,,0.011867757,-0.019707155,0.031755466
2008/5/14,0.008706832,0.006199506,0.032101975,0.004132342,-0.001684295,0.000245177,0.001074941,-0.001762684,-0.000312783,0.000458471,0.001984201,-0.001419691,-0.000310755,,,0.002419905,-0.004987196,-0.005541072,-0.053465471,-0.011875832,-0.039570229,-0.010955251,,-0.010722633,-0.000950344,,,0.003416073,0.039428044,-0.003617353,,0.00377336,,-0.001895889,-0.002915705,,-0.014186184,,0.013662021,0.002000837,,,,-0.01824421,0.001456068,-0.023843857
2008/5/15,-0.000858404,0.001058627,-0.006697571,0.00171854,-0.00067185,0.001328661,-0.00206538,-0.001010568,3.32E-05,0.00223193,-0.000313306,0.006839446,0.008394305,,,0.002564664,-0.002572795,0.029879026,-0.006646271,0.006692185,-0.026339107,-0.001825347,,0.002267424,0.002699588,,,0.008109905,-0.008772457,0.006171349,,0.001392845,,0.003288312,6.78E-05,,0.001908175,,-0.006502111,-0.004792098,,,,0.005225563,0.015520932,0.01303563
2008/5/16,0.008605613,-0.002331627,-0.00580545,6.01E-06,-0.00063807,0.000231126,0.000246399,0.00255379,0.000572687,-0.002087901,0.002004217,-0.00668683,0.008619682,,,0.007863857,-0.006039709,-0.025501289,0.008871476,-0.010787305,-0.006510831,-0.003966664,,-0.010997376,-0.004238032,,,-0.008153993,-0.001307357,-0.005959542,,-0.008013296,,-0.010046864,-0.007816872,,-0.009021728,,-0.013914237,0.013702247,,,,-0.007942525,-0.003490652,-0.008858502
2008/5/19,-0.001576561,-0.004483494,-0.005610153,-0.003323378,0.000832928,0.002354298,0.000621542,-0.00261962,0.002478601,-8.21E-05,-0.00471663,-0.010624853,-0.004618773,,,-0.011246453,-0.010146877,-0.009993234,-0.027875778,-0.00529297,0.006055032,-0.007342574,,-0.004320348,0.024853278,,,-0.020328923,-0.002931288,-0.003929838,,-0.017275825,,-0.008900244,-0.009963196,,0.004699607,,0.027967678,-0.004784526,,,,-0.011797389,-0.019852066,-0.009821204
2008/5/20,-0.008080084,0.003160427,-0.046171181,-0.002445744,0.00016166,0.00100812,-0.001119361,-0.000982374,-0.004443145,0.001813638,0.004508852,0.003053742,0.012781448,,,0.002007944,-0.000324647,0.000542685,-0.00370948,0.001841657,-0.015592986,0.008756609,,0.008954603,0.018889924,,,0.005633702,-0.006409505,-0.001238073,,-0.007696557,,-0.003108026,-0.003466225,,-0.002371422,,-0.004450434,-0.001262267,,,,-0.003885036,0.010603882,0.000255436
2008/5/21,0.004259251,0.004714504,0.02513455,-0.003031294,-0.000995031,-0.001990856,-0.001258166,0.003022929,-0.002902104,-0.00016705,-1.12E-05,-0.00979761,-0.01401427,,,9.72E-05,-0.013543607,0.020395917,-0.00230855,0.016109933,0.006008508,-0.009175287,,-0.013415947,0.00904984,,,-0.00560402,-0.002792772,-0.005870417,,-0.010348417,,-0.008123029,-0.002069731,,-0.015138286,,0.019150959,-0.012713135,,,,-0.009449538,-0.011153476,0.002657073
2008/5/22,-0.00197617,0.002173748,-0.015327771,-0.006087821,0.000999158,1.37E-05,-0.001381249,-0.001775464,-0.003315541,0.001232623,-0.004127163,-0.010082005,-0.018453818,,,-0.008864061,0.003927902,0.018855179,0.005085683,0.002480501,-0.018648285,-0.011590574,,-0.020602305,-0.002715305,,,-0.014080031,-0.016937309,-0.003282423,,-0.005925762,,0.003553407,-0.000853608,,-0.010806668,,0.031185985,-0.011185742,,,,-0.01056645,-0.016509433,-0.001996252
2008/5/23,-0.004933603,0.012902826,-0.00116134,0.001871515,-0.000667256,-0.002009243,-0.001596952,-0.001379559,-0.007091987,-0.002401875,0.003538496,-0.002660888,-0.001487863,,,0.033324212,0.063920458,-0.003740614,-0.005957029,-0.000871089,-0.002138432,0.004344208,,0.014846129,-0.019087217,,,0.00014647,-0.00635886,-0.001664586,,0.030607005,,0.005080584,0.004150099,,0.007016547,,0.003412068,-0.002140294,,,,0.006324024,-0.001532448,-0.018283608
2008/5/26,-0.011213494,0.004664317,-0.029617639,-0.001195816,0.000306669,0.001622514,-0.000370666,-0.00237722,0.0016853,-0.003741205,0.002063717,0.012436035,0.006272982,,,0.01645661,0.027162277,0.009952583,0.02454328,0.011583863,0.024919112,0.005346729,,0.01011794,0.000701517,,,0.016825799,0.00821992,0.017763819,,0.008204302,,0.006509956,0.010352618,,-0.002222041,,-0.015107414,-0.008595417,,,,0.020833347,0.020868732,-0.003892042
2008/5/27,0.010687901,-0.003783161,-0.002848724,0.002891039,-0.00034616,0.000327845,-0.000833281,0.002482368,0.003257311,-0.001530372,-0.003969485,-0.001068648,-0.001751009,,,-0.002458272,-0.022559418,-0.007626479,-0.016238013,-0.004963858,0.001414698,-0.003312535,,-0.012096224,-0.012386473,,,0.005261588,0.007704142,-0.005555946,,-0.009570425,,-0.006609232,-0.002409686,,-0.004971463,,-0.015967117,0.01828747,,,,-0.003314918,-0.00689705,0.000987685
2008/5/28,0.014130748,0.000434894,0.02012923,0.003706635,-0.001306739,0.00063722,0.001172492,0.003058017,0.000312916,0.000150116,0.000456339,-0.00362877,0.000934815,,,-0.001985812,-0.012724393,-0.00353054,0.007296337,0.001084223,-0.005559675,0.002477784,,0.001970572,-0.007720895,,,0.002852031,-0.001210521,0.001791419,,0.002634228,,0.001760272,0.003498373,,0.001458491,,-0.004839009,0.005147606,,,,0.002116412,0.000156603,-0.004035251
2008/5/29,-0.010803811,0.000612264,-0.017683944,-0.002343038,-6.33E-05,0.001769053,-0.002612241,-0.001940401,-0.000842227,-0.001131334,-0.000286628,-0.010442993,-0.006432804,,,0.004835919,0.014647985,-0.000759808,-0.0021706,0.01323133,0.005197879,0.001986217,,0.004343367,0.005542618,,,-0.01233367,-0.004647824,-9.29E-05,,-0.001405803,,-0.005446151,-0.003426102,,0.00180278,,0.006833504,-0.005852083,,,,0.001047014,-0.004780187,-0.006157664
2008/5/30,0.013327255,0.00141033,0.001277501,0.004461071,-0.001448615,0.000635717,-0.002028794,0.003107122,-0.001667527,-0.000853277,0.001127515,0.005788352,0.005721527,,,0.009999811,-0.003833036,0.013603565,-0.00694208,0.00086835,-0.001075437,0.007971347,,-0.001675871,-0.002965872,,,0.003807685,-0.005810738,0.00377952,,0.006377214,,0.007891571,0.011361074,,-0.003422791,,-0.029490718,0.019750137,,,,-0.000989948,0.007053881,-0.002748877
2008/6/2,-0.002444294,0.003679411,0.007291967,0.001591805,0.000908468,0.001267789,-0.001151846,-3.29E-05,-0.001427821,0.003547925,-0.002543186,-0.00464595,-0.006382366,,,0.004348804,0.007994406,0.015264457,-0.010782822,-0.003894568,0.002637874,-0.006538809,,-0.005316526,0.003222065,,,-0.014466213,0.010753581,-0.001620017,,-0.001682527,,0.000748428,-0.007850277,,-0.005737519,,0.003603154,0.001396118,,,,-0.002181225,-0.007317144,-0.010453538
2008/6/3,7.34E-05,-0.003738929,-0.005183185,-0.000514263,0.000910861,-0.001717187,0.000694619,-0.000350321,-0.001140415,0.000986028,0.00046416,0.004011655,0.010432228,,,0.00127987,-0.016123151,-0.007705878,-0.000480871,-0.001988904,-0.004936214,0.007054868,,-0.005200233,-0.005042011,,,0.012574962,-0.016284609,8.85E-05,,0.002461061,,0.006930455,0.003985796,,0.000383422,,0.010915026,-0.010203087,,,,-0.000509685,0.017838731,0.009267204
2008/6/4,-0.004540462,-0.003710821,-0.020798949,0.001203167,-0.000929657,0.001632544,-0.00191555,-0.000869892,0.002920363,0.00159376,-0.00368374,0.007462837,-0.00051702,,,-0.015964024,-0.023529918,-0.00153632,-0.018806138,0.000309043,-0.000699679,0.003326876,,0.004810516,-0.002948037,,,0.031044696,-0.007757054,-0.005055884,,-0.002123309,,0.004965151,0.003735013,,0.002497414,,-0.017934725,0.013498103,,,,0.002950369,-0.00292946,0.000151208
2008/6/5,-0.001879869,0.00350927,-0.014874008,0.0023741,-0.000812823,-0.001712401,-0.001474302,0.001475126,-0.006829626,0.000730413,-0.0005008,0.008577639,0.018480772,,,0.012127876,0.016178359,0.00815998,-0.008401113,0.008372084,0.009480365,0.012295023,,0.005699379,0.001751913,,,0.005010439,0.012123202,0.007905434,,0.018213319,,0.016921348,0.005937264,,0.010102388,,-0.050088334,0.019596297,,,,0.01122593,0.012955407,0.000431887
2008/6/6,-0.002618273,-0.005139169,-0.003435095,0.001316828,0.000568855,-0.000490964,-0.001449563,-0.001089491,-0.001172814,-0.002139476,-0.003191521,-0.009898033,-0.008225901,,,-0.009610302,-0.007834352,-0.003149754,-0.00050983,-0.005585901,-0.015411867,-0.005035582,,-0.005849866,-0.005806828,,,-0.006305469,0.005539444,-0.005763659,,-0.008887101,,-0.011830283,-0.007998117,,-0.010392073,,0.007913976,0.004435055,,,,-0.003380349,0.000157941,0.008900788
2008/6/10,-0.00454881,-0.008045755,-0.073572842,-0.003730573,0.00027553,0.000614491,-0.000281889,-0.001374877,0.000451556,0.003276653,0.002863017,-0.011729851,-0.017339044,,,-0.003768093,-0.006293516,-0.01073345,-0.014122372,0.002533718,-0.00136297,-0.001869882,,-0.001251462,-0.005005266,,,-0.013342179,-0.015517652,-0.009313275,,-0.012047512,,-0.002849993,-0.001940128,,-0.013040627,,0.031163572,-0.009598669,,,,0.006336942,-0.006190379,-0.00920671
2008/6/11,0.000557826,-0.00612682,-0.011331302,-0.011552092,0.000338575,-0.001525094,0.001510837,8.08E-05,-0.00022653,-0.000476496,0.005082062,-0.019146589,-0.003683643,,,-0.001349091,-0.005884453,-0.012153908,0.039114359,-0.005207433,-1.69E-05,0.003668989,,-0.003131392,-0.008009712,,,-0.030550446,-0.03448055,-0.0100133,,-0.013888669,,-0.010276648,-0.018468404,,-0.012227274,,0.017565743,0.003249628,,,,0.005304646,-0.014408519,-0.002361609
2008/6/12,-0.000361662,0.005542155,-0.022026264,-0.001875677,0.001526223,-0.000821826,0.001041886,-0.000357795,-0.001080599,-0.000193349,-0.00295583,-0.003523176,-0.003340283,,,-0.001988451,-0.005976432,0.002901161,0.018025196,0.000133769,0.005790562,-0.001105239,,0.001311325,0.007685263,,,0.023633646,0.020840727,0.002605362,,0.001215845,,0.005741619,-0.006633135,,0.001943145,,0.003444528,-0.009906107,,,,-0.009200417,-0.008991556,0.00729449
